Brand,Year,Exterior color,Interior color,Drivetrain,Fuel type,Capacity,Configuration,Valves,Accidents or damage,1-owner vehicle,Personal use only,MPG_min,MPG_max,MPG_mean,Mileage,Price
Hummer,2006,White,Black,Four-wheel Drive,Gasoline,6.0,V8,16.0,At least 1 accident or damage reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,107533.0,21955.0
Lincoln,2020,White,Black,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,47649.0,64900.0
Lincoln,2020,White,Black,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,47988.0,64890.0
Lincoln,2021,Black,Other,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,No,17.0,24.0,20.5,28445.0,67990.0
Nissan,2015,White,Brown,All-wheel Drive,Gasoline,3.5,V6,24.0,At least 1 accident or damage reported,Yes,Yes,21.0,28.0,24.5,100800.0,18000.0
Toyota,2018,Blue,Other,Front-wheel Drive,Gasoline,3.5,V6,24.0,At least 1 accident or damage reported,No,Yes,21.0,27.0,24.0,86303.0,26998.0
BMW,2023,White,Black,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,4811.0,87576.0
Toyota,2023,Other,Other,Front-wheel Drive,Hybrid,2.5,I4,16.0,None reported,Yes,No,20.59277708592777,27.23954849498328,23.916162790455523,22197.0,55971.0
Toyota,2023,Other,Black,Four-wheel Drive,Hybrid,3.5,V6,24.0,None reported,Yes,No,20.59277708592777,27.23954849498328,23.916162790455523,10854.0,79893.0
BMW,2020,Blue,White,Rear-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,Yes,22.0,29.0,25.5,36593.0,46888.0
Aston Martin,2023,Green,Black,Rear-wheel Drive,Gasoline,5.2,V12,48.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,131.0,369990.0
Aston Martin,2014,Silver/Gray,Black,Rear-wheel Drive,Gasoline,6.0,V12,48.0,None reported,Yes,No,13.0,19.0,16.0,14585.0,139998.0
Buick,2020,Silver/Gray,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,22.0,32.0,27.0,20154.0,31750.0
BMW,2021,Silver/Gray,White,All-wheel Drive,Hybrid,3.0,I6,24.0,None reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,5463.0,80999.0
BMW,2015,Black,Black,All-wheel Drive,Gasoline,4.4,V8,32.0,None reported,No,Yes,16.0,25.0,20.5,89492.0,22900.0
BMW,2018,Black,Black,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,Yes,20.0,28.0,24.0,39802.0,32995.0
BMW,2012,Black,Black,All-wheel Drive,Gasoline,4.4,V8,32.0,None reported,No,No,14.0,20.0,17.0,86462.0,14900.0
Genesis,2022,Blue,Black,Rear-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,833.0,56224.0
Mercedes-Benz,2019,Red,Other,Rear-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,20.0,28.0,24.0,3025.0,77991.0
BMW,2021,Black,Black,All-wheel Drive,Gasoline,4.4,V8,32.0,None reported,Yes,Yes,15.0,21.0,18.0,11329.0,96990.0
Mercedes-Benz,2018,Other,Other,All-wheel Drive,Gasoline,5.5,V8,32.0,None reported,No,No,12.0,15.0,13.5,30900.0,124999.0
MINI,2017,Black,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,21.0,30.0,25.5,55481.0,22495.0
Mercedes-Benz,2013,Black,Black,All-wheel Drive,Gasoline,5.5,V8,32.0,None reported,Yes,No,12.0,15.0,13.5,96691.0,48955.0
Honda,2007,Blue,Black,Rear-wheel Drive,Gasoline,2.2,I4,16.0,At least 1 accident or damage reported,No,Yes,20.0,26.0,23.0,72715.0,32333.0
Acura,2018,Black,Black,Front-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,No,20.0,29.0,24.5,27351.0,32992.0
Nissan,2019,Silver/Gray,Other,Front-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,No,No,25.0,32.0,28.5,47185.0,19724.0
Nissan,2016,Red,Black,Rear-wheel Drive,Gasoline,3.7,V6,24.0,At least 1 accident or damage reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,81253.0,19998.0
Toyota,2010,Silver/Gray,Other,Four-wheel Drive,Gasoline,4.0,V6,24.0,At least 1 accident or damage reported,No,Yes,17.0,21.0,19.0,87000.0,27422.0
Lexus,2018,Other,Black,Rear-wheel Drive,Gasoline,5.0,V8,32.0,At least 1 accident or damage reported,No,No,16.0,26.0,21.0,27904.0,71894.0
Lexus,2004,White,Brown,Rear-wheel Drive,Gasoline,4.3,V8,32.0,None reported,No,Yes,18.0,25.0,21.5,110019.0,12995.0
Lexus,2021,Metallic,Other,Front-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,19.0,26.0,22.5,37333.0,47388.0
Lexus,2021,White,Other,All-wheel Drive,Hybrid,2.5,I4,16.0,None reported,Yes,Yes,33.0,30.0,31.5,40208.0,39400.0
Kia,2019,White,Black,All-wheel Drive,Gasoline,3.3,V6,24.0,None reported,No,Yes,18.0,25.0,21.5,32997.0,40010.0
Kia,2023,Silver/Gray,Black,All-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,3475.0,28988.0
Mercedes-Benz,2020,Black,Silver/Gray,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,Yes,19.0,24.0,21.5,31951.0,81990.0
Volvo,2019,Black,Other,All-wheel Drive,Hybrid,2.0,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,16741.0,43778.0
BMW,2013,White,Brown,Rear-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,No,23.0,33.0,28.0,59352.0,19975.0
Audi,2014,Silver/Gray,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,20.0,29.0,24.5,159167.0,12995.0
BMW,2020,White,Brown,All-wheel Drive,Gasoline,4.4,V8,32.0,At least 1 accident or damage reported,Yes,Yes,17.0,25.0,21.0,9262.0,88888.0
Chevrolet,2021,Blue,Black,Front-wheel Drive,Gasoline,1.2,I3,12.0,None reported,No,No,28.0,31.0,29.5,13510.0,22997.0
Chrysler,2006,Silver/Gray,Silver/Gray,Rear-wheel Drive,Gasoline,6.1,V8,16.0,None reported,No,Yes,14.0,20.0,17.0,69863.0,17997.0
Chrysler,2018,Silver/Gray,Black,Front-wheel Drive,Hybrid,3.6,V6,24.0,At least 1 accident or damage reported,Yes,No,20.59277708592777,27.23954849498328,23.916162790455523,66371.0,29076.0
Chevrolet,2012,White,Black,Rear-wheel Drive,E85 Flex Fuel,3.6,V6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,54139.0,20777.0
Kia,2021,Black,Black,All-wheel Drive,Gasoline,3.8,V6,24.0,None reported,No,Yes,19.0,24.0,21.5,22335.0,44888.0
BMW,2022,Black,Orange,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,4783.0,78256.0
Mazda,2019,Red,Red,Rear-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,26.0,34.0,30.0,4516.0,27995.0
Mazda,2014,Silver/Gray,Other,Front-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,26.0,38.0,32.0,84935.0,15450.0
Mitsubishi,2018,Black,Other,Four-wheel Drive,Hybrid,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,72761.0,23999.0
Mazda,2020,White,Black,All-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,24.0,30.0,27.0,35849.0,26836.0
INFINITI,2015,White,Other,All-wheel Drive,Gasoline,3.7,V6,24.0,None reported,Yes,No,18.0,24.0,21.0,65383.0,24975.0
Lexus,2021,Silver/Gray,Black,All-wheel Drive,Hybrid,2.5,I4,16.0,At least 1 accident or damage reported,Yes,No,33.0,30.0,31.5,21264.0,42974.0
Toyota,2019,Silver/Gray,Black,All-wheel Drive,Hybrid,2.5,I4,16.0,None reported,No,Yes,41.0,38.0,39.5,23434.0,37990.0
Honda,2021,Metallic,Black,All-wheel Drive,Gasoline,1.8,I4,16.0,None reported,Yes,Yes,27.0,31.0,29.0,26561.0,23493.0
INFINITI,2022,Black,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,22.0,28.0,25.0,26229.0,45491.0
Hyundai,2021,Silver/Gray,Black,Front-wheel Drive,Gasoline,1.6,I4,16.0,At least 1 accident or damage reported,Yes,Yes,27.0,37.0,32.0,30989.0,28993.0
Lincoln,2018,Other,Other,All-wheel Drive,Gasoline,3.7,V6,24.0,None reported,No,Yes,16.0,23.0,19.5,30214.0,27900.0
Hyundai,2019,Silver/Gray,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,27.0,34.0,30.5,53871.0,17739.0
Hyundai,2022,Other,Black,Front-wheel Drive,Hybrid,1.6,I4,16.0,None reported,No,Yes,53.0,56.0,54.5,15784.0,25888.0
Genesis,2022,White,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,20.0,28.0,24.0,14433.0,41881.0
Jaguar,2015,Black,Other,Rear-wheel Drive,Gasoline,3.0,V6,24.0,None reported,No,No,18.0,28.0,23.0,55467.0,19496.0
Lexus,2022,Silver/Gray,Black,All-wheel Drive,Gasoline,2.4,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,5455.0,50928.0
Cadillac,2017,White,Black,Front-wheel Drive,Gasoline,3.6,V6,24.0,None reported,No,Yes,19.0,27.0,23.0,65366.0,21474.0
Toyota,2003,Gold,Brown,Four-wheel Drive,Gasoline,4.7,V8,32.0,At least 1 accident or damage reported,No,Yes,15.0,19.0,17.0,98541.0,15000.0
BMW,2022,Silver/Gray,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,21.0,28.0,24.5,19115.0,51961.0
Hyundai,2017,Red,Silver/Gray,Front-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,29.0,38.0,33.5,35670.0,15195.0
Ford,2019,Red,Black,Four-wheel Drive,Gasoline,2.3,I4,16.0,None reported,No,Yes,20.0,24.0,22.0,11509.0,33295.0
Genesis,2023,Silver/Gray,Red,All-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,2765.0,54500.0
Mazda,2023,Metallic,Black,All-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,7387.0,41053.0
Honda,2022,Silver/Gray,Black,Front-wheel Drive,Hybrid,2.0,I4,16.0,None reported,Yes,Yes,44.0,41.0,42.5,20991.0,37750.0
Jeep,2021,White,Black,Four-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,18.0,25.0,21.5,13463.0,43739.0
Land Rover,2017,Red,Black,Four-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,No,21.0,29.0,25.0,63617.0,23075.0
Chrysler,2020,Black,Other,Front-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,19.0,28.0,23.5,26224.0,38951.0
Lexus,2016,Silver/Gray,Black,Rear-wheel Drive,Gasoline,3.5,V6,24.0,At least 1 accident or damage reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,65302.0,26994.0
Chevrolet,2022,White,Black,Four-wheel Drive,Diesel,6.6,V8,32.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,1185.0,69900.0
BMW,2020,White,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,21.0,31.0,26.0,30483.0,34995.0
GMC,2010,Silver/Gray,Other,Four-wheel Drive,E85 Flex Fuel,5.3,V8,16.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,143892.0,9995.0
Toyota,2019,Silver/Gray,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,No,27.0,31.0,29.0,51996.0,18888.0
Hyundai,2022,White,Black,Front-wheel Drive,Gasoline,1.6,I4,16.0,None reported,Yes,Yes,25.0,34.0,29.5,9040.0,26399.0
Chrysler,2017,Black,Black,Rear-wheel Drive,Gasoline,3.6,V6,24.0,None reported,No,No,19.0,30.0,24.5,54156.0,21554.0
GMC,2013,Other,Other,Rear-wheel Drive,Gasoline,6.0,V8,16.0,None reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,79666.0,29999.0
Jeep,2015,Metallic,Black,Four-wheel Drive,Gasoline,2.4,I4,16.0,None reported,No,Yes,24.0,31.0,27.5,71426.0,16200.0
Porsche,2015,Black,Other,Rear-wheel Drive,Hybrid,3.0,V6,24.0,At least 1 accident or damage reported,No,Yes,23.0,29.0,26.0,44346.0,37991.0
Ford,2018,White,Other,Rear-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,No,17.0,24.0,20.5,76626.0,36354.0
Cadillac,2016,White,Brown,Rear-wheel Drive,Gasoline,6.2,V8,16.0,At least 1 accident or damage reported,No,Yes,15.0,22.0,18.5,140327.0,31801.0
Acura,2017,Black,Other,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,Yes,21.0,31.0,26.0,22155.0,26995.0
Ford,2019,White,Black,All-wheel Drive,Gasoline,2.7,V6,24.0,None reported,Yes,Yes,19.0,26.0,22.5,71238.0,28890.0
Alfa Romeo,2020,Silver/Gray,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,22.0,28.0,25.0,33431.0,30999.0
Mercedes-Benz,2020,Silver/Gray,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,21.0,28.0,24.5,28426.0,38492.0
Audi,2017,Silver/Gray,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,23.0,28.0,25.5,99289.0,21636.0
Mercedes-Benz,2022,White,Other,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,18166.0,40915.0
Audi,2022,Blue,Silver/Gray,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,3845.0,51710.0
Audi,2018,White,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,23.0,27.0,25.0,74036.0,25058.0
Mercedes-Benz,2020,Black,Other,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,23.0,30.0,26.5,36336.0,33000.0
Audi,2019,White,Silver/Gray,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,19.0,25.0,22.0,28429.0,39995.0
Audi,2020,Silver/Gray,Red,All-wheel Drive,Gasoline,4.0,V8,32.0,None reported,Yes,No,15.0,21.0,18.0,43843.0,68381.0
Audi,2022,White,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,18.0,23.0,20.5,8322.0,62900.0
Mercedes-Benz,2021,Black,Other,All-wheel Drive,Gasoline,4.0,V8,32.0,None reported,No,No,15.0,19.0,17.0,2879.0,197997.0
Audi,2020,Black,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,24.0,32.0,28.0,14661.0,36455.0
Toyota,2016,Black,Other,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,78731.0,29973.0
Audi,2022,White,Silver/Gray,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,24.0,31.0,27.5,9554.0,41990.0
Lexus,2020,Silver/Gray,Black,Front-wheel Drive,Hybrid,2.5,I4,16.0,None reported,No,No,43.0,44.0,43.5,33773.0,41461.0
Lexus,2017,Other,Black,Four-wheel Drive,Gasoline,4.6,V8,32.0,None reported,Yes,No,15.0,18.0,16.5,67500.0,33449.0
Lexus,2023,Red,Other,Rear-wheel Drive,Gasoline,5.0,V8,32.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,2078.0,68992.0
Hyundai,2022,White,Black,Front-wheel Drive,Gasoline,3.8,V6,24.0,None reported,Yes,Yes,19.0,26.0,22.5,12602.0,41812.0
Toyota,2020,Silver/Gray,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,27.0,31.0,29.0,24169.0,24995.0
Jaguar,2015,Black,Brown,Rear-wheel Drive,Gasoline,3.0,V6,24.0,At least 1 accident or damage reported,No,Yes,18.0,28.0,23.0,81760.0,16995.0
Land Rover,2017,White,Black,Four-wheel Drive,Gasoline,3.0,V6,24.0,None reported,No,No,16.0,21.0,18.5,44339.0,28998.0
Land Rover,2014,Black,Other,Four-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,No,17.0,23.0,20.0,67249.0,30792.0
INFINITI,2021,Other,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,22.0,28.0,25.0,27079.0,33800.0
Honda,2023,Silver/Gray,Other,Front-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,2360.0,50998.0
Toyota,2013,White,Black,Four-wheel Drive,Gasoline,5.7,V8,32.0,None reported,Yes,No,13.0,17.0,15.0,134349.0,26389.0
Toyota,2020,Other,Black,Front-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,No,22.0,31.0,26.5,27493.0,36982.0
Audi,2020,Silver/Gray,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,20.0,27.0,23.5,19988.0,45000.0
BMW,2018,Blue,Black,Rear-wheel Drive,Hybrid,2.0,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,23045.0,33897.0
Lexus,2014,Black,Black,Rear-wheel Drive,Gasoline,2.5,V6,24.0,None reported,No,Yes,21.0,30.0,25.5,73925.0,23987.0
Hyundai,2015,Black,Other,Front-wheel Drive,Hybrid,2.4,I4,16.0,None reported,No,Yes,36.0,40.0,38.0,107843.0,10795.0
Cadillac,2020,Silver/Gray,Other,All-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,17.0,24.0,20.5,32169.0,47996.0
Mercedes-Benz,2008,White,Other,All-wheel Drive,Gasoline,5.5,V8,32.0,None reported,Yes,No,14.0,20.0,17.0,86497.0,12995.0
Toyota,2015,Silver/Gray,Silver/Gray,Front-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,19.0,25.0,22.0,32694.0,26998.0
Hyundai,2022,Silver/Gray,Black,Front-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,23.0,33.0,28.0,9598.0,32988.0
Mazda,2015,Blue,Black,Front-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,No,26.0,38.0,32.0,62309.0,16597.0
BMW,2020,Black,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,24.0,31.0,27.5,25698.0,31010.0
Mercedes-Benz,2019,Black,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,17.0,22.0,19.5,35091.0,67995.0
Toyota,2020,White,Silver/Gray,Front-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,28.0,39.0,33.5,63978.0,23297.0
Chevrolet,2020,Blue,Black,All-wheel Drive,Gasoline,1.5,I4,16.0,None reported,Yes,No,25.0,30.0,27.5,26579.0,23998.0
Hyundai,2019,White,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,25.0,30.0,27.5,42550.0,23397.0
GMC,2014,Black,Black,All-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,No,16.0,23.0,19.5,85783.0,18995.0
Lexus,2010,Other,Black,Rear-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,18.0,25.0,21.5,96768.0,15999.0
Volvo,2020,Silver/Gray,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,18.0,26.0,22.0,20000.0,44998.0
Mazda,2015,Silver/Gray,Black,All-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,24.0,30.0,27.0,81203.0,16584.0
Alfa Romeo,2019,Silver/Gray,Black,Rear-wheel Drive,Gasoline,2.9,V6,24.0,None reported,Yes,Yes,17.0,24.0,20.5,14422.0,59990.0
Mazda,2019,Red,Black,Front-wheel Drive,Gasoline,2.5,I4,16.0,At least 1 accident or damage reported,Yes,Yes,23.0,31.0,27.0,30398.0,22699.0
Jeep,2021,Red,Black,Four-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,18.0,25.0,21.5,22236.0,45677.0
Mitsubishi,2022,Black,Black,Front-wheel Drive,Gasoline,1.2,I3,12.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,4980.0,21555.0
Mercedes-Benz,2021,Black,Black,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,23.0,35.0,29.0,13024.0,37998.0
Ford,2022,Black,Black,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,16743.0,76998.0
GMC,2019,Black,Black,Four-wheel Drive,Gasoline,5.3,V8,16.0,At least 1 accident or damage reported,Yes,Yes,16.0,23.0,19.5,24811.0,36000.0
BMW,2021,White,Black,Rear-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,No,22.0,29.0,25.5,40926.0,50880.0
Mercedes-Benz,2017,White,Brown,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,No,19.0,22.0,20.5,56004.0,37998.0
Chevrolet,2013,Gold,Silver/Gray,Front-wheel Drive,Gasoline,2.4,I4,16.0,None reported,Yes,No,22.0,32.0,27.0,89755.0,14998.0
Lexus,2022,Other,Black,Four-wheel Drive,Gasoline,4.6,V8,32.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,8203.0,59000.0
Hyundai,2022,Black,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,20.0,27.0,23.5,12676.0,29995.0
MINI,2019,Blue,Brown,Front-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,No,22.0,31.0,26.5,31102.0,26998.0
Dodge,2008,Silver/Gray,Silver/Gray,Four-wheel Drive,E85 Flex Fuel,4.7,V8,16.0,None reported,Yes,No,14.0,19.0,16.5,79882.0,15452.0
Lexus,2012,Black,Black,Front-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,No,19.0,28.0,23.5,73639.0,18556.0
Chrysler,2019,Silver/Gray,Black,Front-wheel Drive,Gasoline,3.6,V6,24.0,None reported,No,No,19.0,28.0,23.5,18971.0,59990.0
Chevrolet,2014,Blue,Black,Front-wheel Drive,Gasoline,2.4,I4,16.0,At least 1 accident or damage reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,116005.0,11878.0
BMW,2013,White,Other,Rear-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,No,Yes,23.0,33.0,28.0,164045.0,9600.0
Maserati,2017,Other,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,At least 1 accident or damage reported,No,No,14.0,20.0,17.0,79954.0,32800.0
Jeep,2021,Metallic,Black,Four-wheel Drive,Gasoline,2.4,I4,16.0,None reported,Yes,Yes,21.0,29.0,25.0,14672.0,29575.0
BMW,2022,White,Other,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,Yes,21.0,25.0,23.0,3554.0,76952.0
Cadillac,2017,Black,Brown,Four-wheel Drive,Gasoline,6.2,V8,16.0,None reported,Yes,Yes,15.0,20.0,17.5,73501.0,41656.0
Lexus,2014,White,Black,Rear-wheel Drive,Gasoline,2.5,V6,24.0,None reported,No,Yes,21.0,30.0,25.5,71381.0,25998.0
Volkswagen,2018,White,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,22.0,29.0,25.5,34865.0,38777.0
Lexus,2020,Red,Black,Rear-wheel Drive,Gasoline,5.0,V8,32.0,At least 1 accident or damage reported,Yes,Yes,16.0,25.0,20.5,40137.0,80288.0
Acura,2017,Black,Black,Front-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,No,21.0,34.0,27.5,70155.0,22900.0
Dodge,2023,Metallic,Black,Rear-wheel Drive,Gasoline,6.2,V8,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,465.0,118880.0
Hyundai,2023,Blue,Black,Front-wheel Drive,Hybrid,1.6,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,275.0,26499.0
Hyundai,2014,White,Other,Front-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,No,24.0,34.0,29.0,53529.0,15998.0
Ford,2015,Red,Brown,Four-wheel Drive,E85 Flex Fuel,6.2,V8,16.0,None reported,Yes,No,20.59277708592777,27.23954849498328,23.916162790455523,102375.0,32995.0
Jeep,2018,Red,Black,Four-wheel Drive,Gasoline,2.4,I4,16.0,None reported,Yes,Yes,24.0,31.0,27.5,19375.0,21222.0
GMC,2018,Metallic,Black,Four-wheel Drive,Gasoline,6.2,V8,16.0,None reported,Yes,Yes,15.0,20.0,17.5,88786.0,36954.0
Chevrolet,2019,Black,Black,Four-wheel Drive,Gasoline,6.2,V8,16.0,None reported,No,Yes,15.0,21.0,18.0,51218.0,53719.0
Mitsubishi,2021,Silver/Gray,Black,Four-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,23.0,29.0,26.0,36920.0,19999.0
Lexus,2018,Other,Brown,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,Yes,18.0,25.0,21.5,11376.0,40995.0
Honda,2018,Silver/Gray,Other,All-wheel Drive,Gasoline,1.5,I4,16.0,None reported,Yes,Yes,27.0,33.0,30.0,71586.0,24499.0
BMW,2009,Black,Black,Rear-wheel Drive,Gasoline,3.0,I6,24.0,None reported,No,Yes,17.0,26.0,21.5,49350.0,20990.0
BMW,2015,White,Other,All-wheel Drive,Gasoline,4.4,V8,32.0,None reported,No,Yes,14.0,19.0,16.5,49431.0,49995.0
Chevrolet,2020,White,Black,Four-wheel Drive,Gasoline,5.3,V8,16.0,None reported,No,No,14.0,21.0,17.5,108820.0,34000.0
Acura,2018,Black,Black,All-wheel Drive,Hybrid,3.0,V6,24.0,None reported,Yes,Yes,26.0,27.0,26.5,60943.0,31499.0
Volkswagen,2021,White,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,24.0,32.0,28.0,10931.0,33774.0
Honda,2019,Black,Black,All-wheel Drive,Gasoline,3.5,V6,24.0,At least 1 accident or damage reported,Yes,No,19.0,24.0,21.5,46138.0,26490.0
Genesis,2022,Blue,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,20.0,28.0,24.0,10853.0,37447.0
Nissan,2019,Silver/Gray,Other,All-wheel Drive,Gasoline,5.6,V8,32.0,At least 1 accident or damage reported,Yes,No,13.0,18.0,15.5,70175.0,31321.0
